	mock_1	mock_2	mock_3	SUPP1331_1	SUPP1331_2	SUPP1331_3	DC3000_1	DC3000_2	DC3000_3	delta_1	delta_2	delta_3
AT3G06080	786	423	754	472	282	358	249	241	292	347	184	447
AT3G06085	0	0	0	0	0	0	0	0	0	0	0	0
AT3G06090	0	0	0	0	0	0	0	0	0	0	0	0
AT3G06100	0	1	16	9	15	0	94	33	34	15	5	29
AT3G06105	0	2	1	0	0	0	0	0	0	0	0	0
AT3G06110	300	163	346	171	191	235	191	164	193	281	220	387
AT3G06120	0	0	0	0	0	0	0	0	0	0	0	0
AT3G06125	2075	1867	1871	734	1456	821	1148	1032	741	1964	749	1073
AT3G01815	0	0	0	0	0	0	0	0	0	0	0	0
AT3G06130	128	26	39	72	39	66	65	1	37	81	7	40
AT3G06140	24	17	7	16	2	0	0	0	5	8	4	0
AT3G06145	655	679	574	29	90	106	32	16	30	257	42	121
AT3G06150	696	140	316	342	241	241	112	132	159	453	166	298
AT3G06160	1	6	16	0	0	0	0	1	0	0	0	1
AT3G06170	633	390	702	548	676	446	684	545	542	558	402	655
AT3G06180	75	77	103	124	111	86	91	107	115	119	43	112
AT3G06190	680	198	451	1073	615	910	1107	493	869	840	602	974
AT3G06200	68	25	35	11	61	52	12	27	28	51	29	28
AT3G06210	50	11	23	62	16	34	25	19	24	55	53	50
AT3G06220	0	0	0	0	0	0	0	0	0	0	0	0
AT3G06230	0	0	0	0	0	0	0	0	0	0	0	0
AT3G06240	122	61	54	47	92	32	51	29	87	80	20	63
AT3G06250	147	39	113	67	43	119	112	40	165	70	30	107
AT3G06260	0	0	0	0	0	0	0	0	0	0	0	0
AT3G06270	119	73	91	89	129	90	71	87	88	134	44	108
AT3G06280	0	0	0	0	0	0	0	0	0	0	0	0
AT3G06290	350	57	217	197	140	309	134	134	269	238	108	262
AT3G06300	275	130	274	805	694	575	412	354	615	807	602	802
AT3G06310	577	341	459	210	402	228	248	253	318	407	268	270
AT3G06320	93	71	53	49	111	52	37	144	51	92	73	33
AT3G06330	244	77	168	250	154	153	240	97	185	258	279	271
AT3G06335	0	0	0	0	0	0	0	0	0	0	0	0
AT3G06340	263	51	137	186	104	146	223	208	157	202	127	259
AT3G06350	296	233	242	607	579	423	845	689	608	414	338	588
AT3G06360	0	1	4	0	0	0	0	2	0	0	1	0
AT3G06370	12	12	33	68	31	45	101	20	20	83	89	85
AT3G06380	331	211	197	106	110	143	140	48	85	136	48	130
AT3G06390	0	0	0	0	0	0	0	0	0	0	0	0
AT3G06400	575	289	579	342	348	433	448	391	498	585	232	268
AT3G06410	802	359	404	430	773	613	470	703	535	1253	283	462
AT3G06420	78	117	174	230	430	304	593	381	481	261	263	387
AT3G06430	339	178	292	62	78	103	41	93	95	155	31	83
AT3G01835	0	0	0	0	0	0	0	0	0	0	0	0
AT3G01845	0	0	0	0	0	0	0	0	0	0	0	0
AT3G06435	0	7	4	0	2	5	0	1	0	0	4	7
AT3G06436	0	0	0	0	0	0	0	0	0	0	0	0
AT3G06440	120	33	35	48	48	32	72	31	27	80	22	36
AT3G06450	188	73	134	145	135	159	84	168	138	207	100	157
AT3G06455	45	20	9	33	55	136	30	48	94	104	80	58
AT3G06460	0	0	0	0	0	0	0	0	0	0	0	0
AT3G06470	273	73	228	208	133	177	148	97	112	270	161	237
AT3G06480	247	36	83	196	89	173	108	135	102	115	79	347
AT3G06483	1124	508	820	317	347	410	331	253	306	595	194	404
AT3G06490	22	4	2	18	63	19	677	947	765	24	13	9
AT3G01855	0	0	0	0	0	0	3	0	0	0	0	4
AT3G06500	158	101	188	174	428	223	1417	2197	1380	454	242	263
AT3G06510	592	412	521	153	300	307	301	155	259	410	107	195
AT3G06520	15	16	42	24	28	46	0	6	0	23	10	16
AT3G06530	348	195	183	238	151	270	161	163	282	222	137	249
AT3G06540	272	105	285	294	254	236	163	108	268	329	133	301
AT3G06545	0	0	0	0	0	0	0	0	0	0	0	0
AT3G06550	690	489	385	174	350	299	328	146	292	358	249	310
AT3G06560	0	0	0	0	0	0	0	0	0	0	0	20
AT3G06570	196	103	213	137	168	167	162	59	89	180	122	199
AT3G06580	196	133	211	127	115	222	108	95	113	201	79	146
AT3G06590	117	109	101	76	123	115	89	68	70	132	61	131
AT3G06600	0	7	1	0	0	9	3	4	0	0	0	3
AT3G06610	926	695	908	520	966	722	713	899	768	1133	317	500
AT3G06620	507	157	388	385	298	423	569	308	507	531	174	474
AT3G01865	0	1	0	0	0	0	0	0	0	6	0	0
AT3G06630	0	0	0	0	0	0	1	0	0	0	0	0
AT3G06640	0	0	0	0	0	0	0	0	0	0	0	0
AT3G06650	492	288	623	300	252	227	420	188	248	197	143	225
AT3G66652	128	74	59	21	60	131	72	63	86	74	37	165
AT3G66654	676	337	362	1545	747	713	587	705	1030	1257	861	1495
AT3G66656	0	0	0	0	0	0	0	0	0	0	0	0
AT3G66658	167	45	52	70	74	51	69	19	91	98	16	91
AT3G36659	0	0	0	0	0	0	0	0	0	0	0	0
AT3G06660	74	69	47	69	43	85	26	77	54	100	34	32
AT3G06665	0	0	0	0	0	0	0	0	0	0	0	0
AT3G06670	333	204	346	387	317	544	263	331	402	294	235	432
AT3G06680	847	311	382	108	379	337	235	222	267	436	173	255
AT3G06690	0	0	4	0	0	0	0	0	2	0	0	5
AT3G06700	2503	1389	1768	1575	1958	1903	1799	1430	1995	2060	1168	2334
AT3G06710	16	7	10	6	0	15	0	17	6	19	0	6
AT3G06720	747	579	746	842	916	695	796	791	771	904	728	1128
AT3G06730	657	244	442	107	240	212	202	97	165	248	95	161
AT3G06740	207	177	166	136	225	146	72	23	62	292	158	220
AT3G01885	0	0	0	0	0	0	0	0	0	0	0	0
AT3G06750	1450	758	1270	192	360	339	107	161	81	563	234	446
AT3G06760	354	127	266	266	306	177	396	197	413	359	274	399
AT3G06770	541	260	352	33	57	84	62	26	21	213	8	34
AT3G06778	0	0	0	1	1	5	10	0	5	0	0	19
AT3G06780	169	191	204	156	421	223	497	444	321	365	302	366
AT3G01895	0	0	0	0	0	0	0	0	0	0	0	0
AT3G06790	71	39	41	15	83	80	57	79	52	95	35	81
AT3G06810	131	84	143	134	136	102	159	173	153	129	111	153
AT3G06820	208	49	216	229	231	129	151	119	245	175	141	246
AT3G06830	0	0	3	0	0	0	0	0	0	0	0	0
AT3G06840	0	0	18	2	7	5	0	1	2	0	0	2
AT3G06850	68	75	110	49	121	80	40	70	58	109	31	64
AT3G06860	949	556	1075	1266	929	845	976	836	1304	982	742	1197
AT3G06868	235	122	205	57	68	88	82	45	73	136	48	92
AT3G06870	0	1	9	0	2	5	0	5	1	8	0	6
AT3G06880	59	60	46	0	0	9	25	2	1	46	4	3
AT3G06890	32	24	7	245	648	59	508	839	563	385	411	314
AT3G06895	0	0	0	0	0	0	0	0	0	0	0	0
AT3G06900	16	15	7	0	3	6	1	22	29	10	8	18
AT3G06910	12	0	13	12	14	16	4	14	4	14	11	16
AT3G06920	4	30	12	0	12	19	10	10	13	26	8	24
AT3G06930	279	100	301	65	134	184	138	97	187	243	62	153
AT3G06950	89	92	127	67	76	40	54	75	74	98	3	78
AT3G01905	0	0	0	0	0	0	0	0	0	0	0	0
AT3G06960	92	55	82	91	96	70	82	126	102	132	44	117
AT3G01915	0	0	0	0	0	0	0	0	0	0	0	0
AT3G06962	0	0	0	0	0	0	0	0	0	0	0	0
AT3G06970	4	0	1	0	0	0	0	0	5	0	0	0
AT3G06980	1420	735	1292	325	256	508	199	137	216	574	179	389
AT3G06985	0	0	0	0	0	0	1	0	0	0	0	0
AT3G06990	0	0	0	0	0	0	0	0	0	0	0	0
AT3G07000	0	0	2	10	14	1	7	15	12	12	22	10
AT3G07005	0	0	0	0	0	0	0	0	0	0	0	0
AT3G07010	502	115	281	36	56	63	3	14	15	117	25	46
AT3G07020	606	304	414	374	384	405	474	374	410	548	409	541
AT3G07025	0	0	0	0	0	0	0	0	0	0	0	0
AT3G07030	414	181	303	287	271	236	290	251	187	371	148	295
AT3G07040	9	13	23	22	22	41	0	0	2	11	6	21
AT3G07050	2000	570	1019	1109	1140	2354	1041	1388	2125	2393	928	2314
AT3G07055	0	0	0	0	0	0	0	0	0	0	0	0
AT3G07060	48	22	34	15	23	29	29	13	38	38	14	36
AT3G07070	0	0	0	0	0	4	0	0	0	0	0	0
AT3G07080	62	49	37	46	53	50	74	17	38	65	51	33
AT3G01925	0	0	0	0	0	0	0	0	0	0	0	0
AT3G07090	229	141	119	229	369	245	152	184	297	388	240	194
AT3G07100	1075	374	808	1428	821	916	896	672	1137	955	832	1623
AT3G07110	2003	1273	1693	1817	1729	1382	1602	1061	1798	1396	845	2223
AT3G07115	0	0	0	0	0	0	0	0	0	0	0	0
AT3G01935	0	0	0	0	0	0	0	0	0	0	0	1
AT3G07120	16	7	0	6	4	1	0	0	1	0	0	0
AT3G07130	16	8	16	0	3	2	3	4	4	4	10	5
AT3G07140	111	118	145	69	68	167	67	123	113	126	59	178
AT3G07150	0	0	0	0	2	0	13	3	5	4	0	1
AT3G07160	1473	493	1074	1166	618	914	885	484	968	1050	433	1246
AT3G07170	401	109	271	95	299	291	160	157	183	346	113	185
AT3G01945	0	0	0	0	0	0	0	0	0	0	0	0
AT3G07180	147	59	125	63	43	75	63	111	88	120	32	69
AT3G07185	0	0	0	0	0	0	0	0	0	0	0	0
AT3G07190	144	50	57	16	13	13	6	9	9	39	14	27
AT3G07195	226	130	139	765	480	393	97	159	303	657	473	602
AT3G07200	183	122	73	30	16	47	11	22	12	39	11	46
AT3G07210	10	9	48	0	3	15	5	0	9	23	5	4
AT3G07215	369	185	198	181	241	196	97	261	169	265	124	254
AT3G07220	207	151	200	240	404	425	236	533	526	423	200	482
AT3G07230	1345	935	837	488	1038	751	504	1025	703	1309	619	777
AT3G07250	0	0	0	0	0	6	0	0	18	0	0	0
AT3G07255	0	0	0	0	0	0	2	9	3	0	1	7
AT3G07260	0	0	0	0	0	0	1	0	0	0	0	0
AT3G07270	1097	478	925	849	663	652	500	263	483	1075	407	966
AT3G07273	80	34	41	27	40	79	25	87	63	133	48	86
AT3G07290	38	3	0	11	5	6	10	0	0	1	0	11
AT3G07300	375	227	344	531	405	373	386	312	483	365	275	454
AT3G07310	2510	1469	3396	404	572	989	413	215	211	763	363	627
AT3G07320	124	33	90	46	14	38	64	50	39	45	16	34
AT3G07330	348	166	279	352	263	296	246	159	324	335	292	369
AT3G07340	84	28	52	42	14	28	68	32	25	15	0	16
AT3G01965	0	0	0	0	0	0	0	0	0	0	0	0
AT3G07350	0	0	4	0	4	0	10	1	1	2	0	0
AT3G01975	0	0	0	0	0	0	0	0	0	0	0	0
AT3G01985	0	0	0	0	0	0	0	0	0	0	0	0
AT3G07360	835	351	689	340	356	526	692	439	645	650	366	444
AT3G07370	216	138	161	391	358	400	352	467	493	409	332	567
AT3G07380	1	0	0	0	0	0	0	0	0	0	0	0
AT3G07390	4597	2220	2990	14790	12866	7740	6855	5735	13321	16079	15329	19767
AT3G07400	226	132	165	41	67	75	31	71	53	175	42	67
AT3G07410	15	20	60	9	7	3	1	34	26	40	12	3
AT3G07420	11	5	9	14	5	25	1	7	9	14	2	14
AT3G07425	0	0	0	0	0	0	0	0	0	0	0	0
AT3G07430	3259	1359	2347	1458	1423	1173	1119	828	1082	1300	830	1638
AT3G07440	151	89	62	76	177	114	80	56	141	220	99	139
AT3G07450	0	0	0	0	0	0	0	0	0	0	0	0
AT3G07460	6427	3625	4919	2474	2521	2000	1318	853	1409	3653	1407	2738
AT3G07470	2882	1615	2184	854	1116	1010	457	416	619	1581	485	777
AT3G07480	1162	906	1084	1017	1461	1062	1178	1085	1342	1090	803	1349
AT3G07490	0	0	0	0	0	0	0	0	0	0	0	0
AT3G07500	32	16	2	1	10	13	0	0	0	8	0	9
AT3G07510	113	100	92	125	91	84	16	10	48	149	17	96
AT3G01995	0	0	0	0	0	0	0	0	9	2	0	0
AT3G07520	52	20	16	30	53	26	2	52	26	27	70	34
AT3G07522	0	0	0	0	0	0	0	0	0	0	0	0
AT3G07525	68	28	113	23	103	47	69	113	88	104	83	56
AT3G07530	75	20	11	8	15	1	22	10	28	6	0	22
AT3G07540	65	30	54	6	3	17	12	1	1	17	8	3
AT3G07550	75	10	78	45	18	13	14	19	24	12	6	12
AT3G07560	698	463	704	1052	1028	676	1232	1100	1281	898	533	894
AT3G07565	270	89	175	158	352	191	266	264	215	306	161	192
AT3G07568	487	257	270	213	366	287	306	361	408	513	256	300
AT3G02015	0	0	0	0	0	0	0	0	0	0	0	0
AT3G07570	100	126	112	201	230	154	100	116	146	238	179	242
AT3G07580	125	103	64	390	149	159	91	58	153	356	198	285
AT3G07590	319	93	170	168	282	179	162	175	302	289	194	272
AT3G07600	5	16	46	65	26	63	2	35	12	46	14	23
AT3G02025	0	0	0	0	0	0	0	0	0	2	0	0
AT3G07610	153	115	128	146	169	192	56	117	143	336	115	170
AT3G07620	0	0	0	0	0	0	0	0	0	0	0	0
AT3G07630	253	127	230	225	217	229	165	204	232	281	78	202
AT3G07640	211	176	243	129	228	181	154	158	169	149	134	162
AT3G07650	1686	953	1457	1109	1104	1255	705	759	519	1376	809	1325
AT3G07660	804	308	548	376	391	474	507	505	474	580	314	707
AT3G07670	286	147	269	89	63	110	75	18	27	121	40	75
AT3G07680	395	331	479	484	523	383	224	245	483	386	218	471
AT3G07690	80	37	47	54	49	46	23	27	67	70	45	49
AT3G02035	0	0	0	0	0	0	0	0	0	0	0	0
AT3G07700	493	376	544	1026	1862	961	1967	2803	2211	1819	1742	1458
AT3G07710	0	0	0	0	0	0	0	0	0	0	0	0
AT3G07720	976	499	681	5828	7248	3628	5467	5858	7603	5884	6279	7759
AT3G07730	92	94	108	140	182	167	152	222	212	233	132	166
AT3G07740	153	108	104	75	157	184	89	195	136	277	152	102
AT3G07750	26	6	21	1	48	28	26	48	38	85	6	33
AT3G07760	410	250	381	458	510	413	478	465	521	572	500	553
AT3G07770	564	221	339	251	208	328	188	163	229	430	115	322
AT3G07780	2094	1352	1991	3510	5139	6123	3493	6068	4889	6331	4438	5440
AT3G07790	180	180	191	225	406	238	204	260	246	345	209	251
AT3G07800	140	146	245	598	542	335	322	143	356	494	416	596
AT3G07810	2536	890	1517	1788	2394	2238	1203	1618	1638	3955	1881	3403
AT3G07820	0	0	0	0	0	0	0	0	0	0	0	0
AT3G07830	0	1	2	3	1	2	4	0	6	3	1	2
AT3G07840	0	0	0	0	0	0	0	0	0	0	0	0
AT3G07850	0	0	0	0	0	0	0	0	0	0	0	0
AT3G07860	264	119	173	83	142	79	184	131	113	136	74	124
AT3G02045	0	0	0	0	0	0	0	0	0	0	0	0
AT3G07870	344	207	388	869	815	680	705	677	737	996	546	1062
AT3G02055	0	0	0	0	0	0	0	0	0	0	0	0
AT3G07880	226	165	311	115	204	180	111	82	126	160	92	122
AT3G07890	243	84	181	127	124	186	128	114	93	205	173	195
AT3G07900	0	0	0	0	0	0	0	0	0	0	0	0
AT3G07910	1962	1143	1810	2292	2295	2033	1967	1885	2396	2524	1743	2949
AT3G07920	22	0	0	0	0	0	0	0	0	0	0	0
AT3G07930	85	11	129	83	68	59	35	15	47	83	43	45
AT3G07940	167	92	40	17	60	87	68	52	50	122	45	109
AT3G07950	317	175	218	309	344	342	366	175	269	371	240	351
AT3G07960	23	0	1	9	1	13	0	2	16	36	19	31
AT3G07970	0	0	0	0	0	0	1	0	0	0	0	0
AT3G07980	176	35	88	299	61	96	243	36	125	82	109	214
AT3G07990	33	36	9	10	18	10	3	9	12	37	18	11
AT3G02075	0	0	0	0	0	0	0	0	0	0	0	0
AT3G08000	168	129	270	36	72	36	89	23	18	154	33	41
AT3G08010	579	474	617	128	253	255	255	217	191	430	164	296
AT3G08020	185	140	275	49	55	137	153	91	122	164	67	108
AT3G08030	1087	617	814	599	1026	807	596	299	599	1125	447	668
AT3G08040	0	4	1	0	0	0	2	0	0	0	2	2
AT3G08490	0	5	4	0	0	0	0	0	0	0	0	0
AT3G08500	0	0	0	0	0	0	0	0	5	2	0	4
AT3G08505	12	13	24	8	10	16	16	0	7	19	5	11
AT3G08510	5323	2532	3995	2256	2579	2631	1807	1309	2040	4291	1938	2926
AT3G08520	3093	1873	2230	1368	2182	1494	1303	1487	2233	2129	1077	2400
AT3G08530	3680	1911	4608	5788	3044	5134	6380	2800	5247	2949	3572	6977
AT3G08550	120	114	114	71	170	108	74	69	167	212	115	188
AT3G08560	1	0	1	9	0	0	0	0	0	0	0	0
AT3G08570	21	5	8	2	1	19	22	4	1	8	0	8
AT3G08580	6994	3319	4014	4972	7825	4780	5416	6480	6444	9993	4744	7313
AT3G08590	1101	1070	939	858	1492	1047	1265	1125	1680	1301	945	1322
AT3G08600	765	202	412	116	70	105	51	30	57	164	10	107
AT3G08610	1649	1176	1430	720	1606	794	929	1200	1288	1771	861	1197
AT3G08620	106	38	61	43	64	54	26	83	64	86	21	32
AT3G08630	86	100	56	43	129	139	184	169	102	192	129	178
AT3G08636	0	0	0	0	0	0	0	0	0	0	0	0
AT3G08640	895	713	968	1693	2485	1033	1938	1787	1807	2568	1597	1946
AT3G08650	384	239	347	485	470	352	356	269	465	495	249	431
AT3G08660	39	12	19	1	4	4	0	7	0	5	0	4
AT3G08670	322	38	258	80	108	124	278	139	146	53	55	134
AT3G08680	110	87	190	49	58	93	38	25	61	67	75	53
AT3G08690	226	154	237	203	403	247	294	434	434	372	258	317
AT3G08700	8	10	15	8	12	6	3	16	16	27	0	16
AT3G08710	605	380	563	566	626	523	415	325	493	835	412	383
AT3G08720	18	30	33	62	271	198	176	395	124	374	118	85
AT3G08730	124	128	136	92	139	120	156	128	152	124	100	115
AT3G08740	1867	751	1042	163	423	472	248	134	205	783	247	387
AT3G08750	0	0	0	0	0	12	0	0	0	0	0	0
AT3G08760	440	114	192	644	494	368	502	707	529	808	602	647
AT3G08770	0	7	0	0	0	0	0	0	0	0	0	0
AT3G08780	130	39	86	122	172	94	108	132	122	148	69	127
AT3G08790	0	0	0	0	0	0	0	0	0	0	0	0
AT3G08800	4	23	17	18	3	12	3	0	16	4	5	9
AT3G08810	0	0	0	0	0	8	5	0	0	0	0	0
AT3G08820	54	25	35	31	31	20	3	4	27	40	23	12
AT3G08840	102	25	74	21	49	38	66	56	75	116	34	72
AT3G08850	1102	393	1448	1352	749	984	1209	580	790	704	626	1126
AT3G08860	26	28	28	17	28	7	1	144	1	11	1	6
AT3G08870	69	50	54	273	138	115	40	61	28	230	168	278
AT3G08880	63	41	44	83	75	50	36	18	48	54	16	60
AT3G08890	160	234	170	77	341	138	46	127	90	441	131	174
AT3G08900	0	0	0	0	0	0	0	0	0	0	0	0
AT3G02085	0	0	0	0	0	0	0	0	0	0	0	0
AT3G08910	451	163	234	482	276	267	116	199	159	313	215	304
AT3G08920	827	417	897	218	152	344	91	101	98	367	235	381
AT3G08930	877	678	811	1053	977	996	819	711	963	1465	935	1500
AT3G08940	9205	5316	14868	2394	3056	3717	2671	1711	1979	4479	1981	3275
AT3G08943	1922	662	1492	2458	1134	1426	1621	927	1525	1514	1007	2305
AT3G08947	120	39	71	52	54	65	35	16	80	74	57	77
AT3G08950	40	55	85	47	73	33	36	55	20	81	43	62
AT3G08960	126	36	39	41	24	47	100	38	46	88	32	63
AT3G08970	47	8	28	44	29	42	1	14	49	35	9	77
AT3G08980	4	24	4	10	4	9	1	21	1	28	5	5
AT3G08990	10	26	34	2	41	16	119	107	94	63	33	29
AT3G09000	207	68	138	204	181	145	150	73	254	153	110	147
AT3G09010	24	9	18	110	64	62	32	55	54	89	29	97
AT3G09020	27	55	91	239	159	93	142	141	89	191	310	200
AT3G09030	36	9	9	62	55	34	49	32	51	74	50	42
AT3G09032	46	19	15	138	178	47	81	116	79	218	150	132
AT3G09035	467	234	461	171	303	216	146	136	82	482	201	372
AT3G09040	32	23	13	35	49	29	30	7	32	44	7	29
AT3G09050	108	93	171	4	32	47	17	3	11	91	8	13
AT3G09055	0	0	0	0	0	0	0	3	0	0	0	0
AT3G09060	5	6	31	0	17	0	2	15	10	27	39	14
AT3G09070	73	28	71	69	45	90	19	26	34	101	44	64
AT3G09080	0	0	0	0	0	0	0	0	0	0	0	0
AT3G02095	0	0	0	0	0	0	0	0	0	0	0	0
AT3G09085	129	140	155	69	190	102	113	126	142	163	66	115
AT3G09090	141	63	105	48	96	78	95	108	106	79	28	104
AT3G02105	0	0	0	0	0	0	0	0	0	0	0	0
AT3G09100	408	272	491	879	731	729	688	724	955	863	689	1197
AT3G09110	0	0	0	0	0	0	0	0	0	0	0	0
AT3G09120	0	0	0	0	0	0	0	0	0	0	0	0
AT3G09130	0	0	0	0	0	0	0	0	0	0	0	0
AT3G09140	0	0	0	0	0	0	0	0	0	0	0	0
AT3G09150	76	45	81	5	10	11	7	15	13	14	22	13
AT3G09160	41	67	115	34	0	19	3	2	3	29	19	8
AT3G09162	64	35	18	6	10	34	4	0	9	28	17	36
AT3G09180	537	227	431	594	495	399	558	363	646	427	388	610
AT3G09190	23	5	3	0	12	22	0	7	3	28	0	5
AT3G09200	22168	8108	15368	14193	12618	10842	9117	8060	12658	15300	8075	16573
AT3G09210	1689	1072	1692	317	445	541	295	203	272	1033	264	467
AT3G09220	0	0	0	0	0	0	0	0	0	0	0	0
AT3G09230	87	32	40	53	77	110	85	59	110	147	42	108
AT3G09240	11	6	0	1	9	1	23	0	0	0	0	1
AT3G09250	1140	508	723	905	720	657	582	463	501	1073	616	894
AT3G02115	0	0	0	0	0	0	0	0	0	1	0	0
AT3G09260	47	14	8	14	0	5	2	13	21	12	22	2
AT3G02135	0	0	0	0	0	0	0	0	0	0	0	0
AT3G09270	9	10	1	7	30	12	8	13	28	17	21	43
AT3G02145	0	0	0	0	0	0	0	0	0	0	0	3
AT3G09280	1	0	0	93	137	90	93	59	65	112	125	105
AT3G02155	0	0	0	0	0	0	0	0	0	0	0	0
AT3G09285	0	0	0	0	0	0	0	0	0	0	0	0
AT3G09290	0	0	0	0	0	0	0	0	0	0	0	0
AT3G09300	157	89	115	63	143	137	187	96	113	108	72	105
AT3G02165	0	0	0	0	0	0	0	0	0	0	0	0
AT3G09310	95	26	40	10	36	59	20	12	22	57	15	49
AT3G09320	85	62	67	90	188	66	125	138	182	174	119	117
AT3G09330	9	0	0	0	0	0	0	0	0	0	5	0
AT3G09340	0	0	0	0	0	0	0	0	0	0	0	0
AT3G02195	0	0	0	0	0	0	0	0	0	0	0	0
AT3G09350	101	74	78	291	228	153	160	224	371	287	210	245
AT3G09360	331	183	314	282	189	438	268	352	367	431	251	409
AT3G09370	51	15	26	88	58	33	59	10	53	42	15	91
AT3G09380	0	5	0	0	0	0	0	0	0	0	0	0
AT3G09390	106156	63537	77010	72087	90671	61866	51099	54258	60084	123399	68347	102739
AT3G09400	0	0	0	0	0	0	0	0	11	1	0	0
AT3G09405	39	11	11	78	128	58	99	40	85	76	46	117
AT3G09410	154	55	97	76	51	61	30	10	39	56	47	54
AT3G09430	6	0	0	0	0	0	0	0	0	7	0	0
AT3G09440	6514	3435	5378	21307	9487	9653	5573	5239	11834	12895	10939	18854
AT3G02205	0	0	0	0	0	0	0	0	0	0	0	0
AT3G09450	4	0	3	1	2	0	2	9	9	2	1	0
AT3G09455	84	121	219	189	256	45	232	92	170	194	203	201
AT3G09470	198	90	95	114	232	128	136	118	217	197	70	110
AT3G09480	9	12	7	5	24	43	32	55	2	14	21	2
AT3G09490	63	32	88	162	164	131	171	168	196	202	79	178
AT3G09500	2803	1305	2041	1220	1567	1392	1267	1112	1661	1977	720	1586
AT3G09505	0	0	0	0	0	0	0	0	0	0	0	0
AT3G09510	0	0	0	0	0	0	0	0	0	0	0	0
AT3G09520	1	1	5	33	33	56	7	17	44	48	20	43
AT3G09530	0	1	0	0	0	0	1	0	0	0	0	1
AT3G09540	209	99	81	74	58	96	10	24	36	92	36	33
AT3G09550	151	81	107	61	46	93	24	37	29	146	33	70
AT3G09560	135	54	106	70	115	71	102	120	97	162	65	101
AT3G09570	312	193	236	275	344	341	230	287	310	349	270	296
AT3G09580	291	95	318	0	21	27	1	0	2	34	1	38
AT3G09585	0	0	0	0	0	0	0	0	0	0	0	0
AT3G09590	0	0	0	0	0	0	0	0	0	0	0	0
AT3G09595	0	0	0	0	0	0	0	0	1	0	0	0
AT3G09600	17	19	19	21	27	34	37	17	66	37	4	50
AT3G09620	0	0	0	0	0	0	0	0	0	4	0	0
AT3G09630	4315	2069	3239	3630	3000	3084	3164	2334	3983	2486	1849	4302
AT3G09640	0	0	0	0	0	0	2	0	0	2	0	1
AT3G09650	555	378	442	113	242	498	183	270	131	680	275	307
AT3G09660	0	1	0	0	4	5	14	0	0	4	2	9
AT3G09670	129	22	48	52	20	50	39	85	103	71	59	63
AT3G09680	3	13	0	0	5	17	12	15	12	0	22	31
AT3G09690	21	12	35	15	29	20	52	16	14	17	8	15
AT3G02215	0	0	0	0	0	0	0	0	0	0	0	0
AT3G09700	112	38	31	41	32	44	57	15	36	26	43	34
AT3G02225	0	0	0	0	0	0	0	0	0	0	0	0
AT3G09710	1	11	22	4	17	9	68	47	44	35	13	24
AT3G09720	148	21	27	65	66	59	39	87	97	94	34	41
AT3G09730	34	12	0	0	8	4	13	3	9	10	0	0
AT3G09735	962	745	996	1109	1805	1427	1165	1320	1800	1578	860	1421
AT3G09740	714	414	785	761	780	861	766	728	886	624	597	937
AT3G09750	0	0	0	0	0	0	0	0	0	0	0	0
AT3G09760	653	367	674	673	425	653	1026	551	779	680	327	909
AT3G09770	261	250	258	69	273	259	217	444	233	327	94	217
AT3G09780	8	1	0	0	0	0	1	0	0	0	0	17
AT3G09790	0	0	0	27	0	0	0	0	0	0	5	3
AT3G09800	63	72	30	0	17	35	0	13	28	39	8	29
AT3G09810	183	112	160	174	198	139	176	253	306	186	140	289
AT3G09820	2627	1763	2077	958	1580	1634	1115	987	1293	1626	1042	1833
AT3G09830	233	120	166	742	831	636	808	1010	939	734	848	727
AT3G09840	5413	3086	6016	8600	6228	6813	8571	6142	8706	6594	5732	9872
AT3G09850	523	307	421	239	428	509	229	515	387	544	320	354
AT3G09860	2857	1653	2094	647	988	907	685	512	572	1658	765	907
AT3G09863	23	3	25	2	0	0	2	5	0	3	0	4
AT3G09870	3	7	1	7	22	20	6	10	2	86	29	14
AT3G09880	194	90	133	123	103	97	53	99	129	178	50	168
AT3G09890	100	97	71	97	156	52	54	70	89	119	64	87
AT3G09900	213	127	161	77	133	88	84	46	173	159	108	82
AT3G09910	28	9	1	20	44	10	165	119	78	24	16	18
AT3G09920	57	33	78	67	69	56	104	199	107	184	63	66
AT3G09922	0	0	0	0	0	0	0	0	0	0	0	0
AT3G09925	0	0	0	0	0	0	0	0	0	0	0	0
AT3G09930	0	0	0	0	0	0	2	0	0	0	0	0
AT3G09940	27	17	47	99	192	150	1704	1200	980	138	110	126
AT3G09950	0	0	0	0	1	0	47	29	29	0	0	0
AT3G09960	0	0	0	21	33	15	24	22	16	6	21	26
AT3G09970	233	196	222	141	147	153	41	120	101	131	111	121
AT3G09980	2802	2550	2733	1015	1954	2038	598	1739	1064	2561	1726	1641
AT3G09990	0	0	0	0	0	0	0	0	0	0	0	0
AT3G10000	1	0	1	1	0	0	0	0	0	0	0	0
AT3G10010	189	54	108	248	106	273	179	133	187	336	144	208
AT3G10015	0	0	0	0	0	0	0	0	0	0	0	0
AT3G10020	4549	1579	4740	2220	1459	2635	808	1113	911	3768	1271	3203
AT3G10030	170	46	75	126	109	93	163	164	111	163	48	142
AT3G10035	0	0	0	0	0	0	0	0	0	0	0	0
AT3G10040	49	41	13	31	23	29	1	0	0	18	14	12
AT3G10050	577	207	430	213	254	297	421	360	336	420	139	269
AT3G10060	972	541	707	182	334	316	222	212	202	533	164	309
